degrees,values
3983,0.3907
3984,0.4067
3985,0.4226
3986,0.4384
3987,0.454
3988,0.4695
3989,0.4848
3990,0.5
3991,0.515
3992,0.5299
3993,0.5446
3994,0.5592
3995,0.5736
3996,0.5878
3997,0.6018
3998,0.6157
3999,0.6293
4000,0.6428
4001,0.6561
4002,0.6691
4003,0.682
4004,0.6947
4005,0.7071
4006,0.7193
4007,0.7314
4008,0.7431
4009,0.7547
4010,0.766
4011,0.7771
4012,0.788
4013,0.7986
4014,0.809
4015,0.8192
4016,0.829
4017,0.8387
4018,0.848
4019,0.8572
4020,0.866
4021,0.8746
4022,0.8829
4023,0.891
4024,0.8988
4025,0.9063
4026,0.9135
4027,0.9205
4028,0.9272
4029,0.9336
4030,0.9397
4031,0.9455
4032,0.9511
4033,0.9563
4034,0.9613
4035,0.9659
4036,0.9703
4037,0.9744
4038,0.9781
4039,0.9816
4040,0.9848
4041,0.9877
4042,0.9903
4043,0.9925
4044,0.9945
4045,0.9962
4046,0.9976
4047,0.9986
4048,0.9994
4049,0.9998
4050,1.0
4051,0.9998
4052,0.9994
4053,0.9986
4054,0.9976
4055,0.9962
4056,0.9945
4057,0.9925
4058,0.9903
4059,0.9877
4060,0.9848
4061,0.9816
4062,0.9781
4063,0.9744
4064,0.9703
4065,0.9659
4066,0.9613
4067,0.9563
4068,0.9511
4069,0.9455
4070,0.9397
4071,0.9336
4072,0.9272
4073,0.9205
4074,0.9135
4075,0.9063
4076,0.8988
4077,0.891
4078,0.8829
4079,0.8746
4080,0.866
4081,0.8572
4082,0.848
4083,0.8387
4084,0.829
4085,0.8192
4086,0.809
4087,0.7986
4088,0.788
4089,0.7771
4090,0.766
4091,0.7547
4092,0.7431
4093,0.7314
4094,0.7193
4095,0.7071
4096,0.6947
4097,0.682
4098,0.6691
4099,0.6561
4100,0.6428
4101,0.6293
4102,0.6157
4103,0.6018
4104,0.5878
4105,0.5736
4106,0.5592
4107,0.5446
4108,0.5299
4109,0.515
4110,0.5
4111,0.4848
4112,0.4695
4113,0.454
4114,0.4384
4115,0.4226
4116,0.4067
4117,0.3907
4118,0.3746
4119,0.3584
4120,0.342
4121,0.3256
4122,0.309
4123,0.2924
4124,0.2756
4125,0.2588
4126,0.2419
4127,0.225
4128,0.2079
4129,0.1908
4130,0.1736
4131,0.1564
4132,0.1392
4133,0.1219
4134,0.1045
4135,0.0872
4136,0.0698
4137,0.0523
4138,0.0349
4139,0.0175
4140,0.0
4141,-0.0175
4142,-0.0349
4143,-0.0523
4144,-0.0698
4145,-0.0872
4146,-0.1045
4147,-0.1219
4148,-0.1392
4149,-0.1564
4150,-0.1736
4151,-0.1908
4152,-0.2079
4153,-0.225
4154,-0.2419
4155,-0.2588
4156,-0.2756
4157,-0.2924
4158,-0.309
4159,-0.3256
4160,-0.342
4161,-0.3584
4162,-0.3746
4163,-0.3907
4164,-0.4067
4165,-0.4226
4166,-0.4384
4167,-0.454
4168,-0.4695
4169,-0.4848
4170,-0.5
4171,-0.515
4172,-0.5299
4173,-0.5446
4174,-0.5592
4175,-0.5736
4176,-0.5878
4177,-0.6018
4178,-0.6157
4179,-0.6293
4180,-0.6428
4181,-0.6561
4182,-0.6691
4183,-0.682
4184,-0.6947
4185,-0.7071
4186,-0.7193
4187,-0.7314
4188,-0.7431
4189,-0.7547
4190,-0.766
4191,-0.7771
4192,-0.788
4193,-0.7986
4194,-0.809
4195,-0.8192
4196,-0.829
4197,-0.8387
4198,-0.848
4199,-0.8572
4200,-0.866
4201,-0.8746
4202,-0.8829
4203,-0.891
4204,-0.8988
4205,-0.9063
4206,-0.9135
4207,-0.9205
4208,-0.9272
4209,-0.9336
4210,-0.9397
4211,-0.9455
4212,-0.9511
4213,-0.9563
4214,-0.9613
4215,-0.9659
4216,-0.9703
4217,-0.9744
4218,-0.9781
4219,-0.9816
4220,-0.9848
4221,-0.9877
4222,-0.9903
4223,-0.9925
4224,-0.9945
4225,-0.9962
4226,-0.9976
4227,-0.9986
4228,-0.9994
4229,-0.9998
4230,-1.0
4231,-0.9998
4232,-0.9994
4233,-0.9986
4234,-0.9976
4235,-0.9962
4236,-0.9945
4237,-0.9925
4238,-0.9903
4239,-0.9877
4240,-0.9848
4241,-0.9816
4242,-0.9781
4243,-0.9744
4244,-0.9703
4245,-0.9659
4246,-0.9613
4247,-0.9563
4248,-0.9511
4249,-0.9455
4250,-0.9397
4251,-0.9336
4252,-0.9272
4253,-0.9205
4254,-0.9135
4255,-0.9063
4256,-0.8988
4257,-0.891
4258,-0.8829
4259,-0.8746
4260,-0.866
4261,-0.8572
4262,-0.848
4263,-0.8387
4264,-0.829
4265,-0.8192
4266,-0.809
4267,-0.7986
4268,-0.788
4269,-0.7771
4270,-0.766
4271,-0.7547
4272,-0.7431
4273,-0.7314
4274,-0.7193
4275,-0.7071
4276,-0.6947
4277,-0.682
4278,-0.6691
4279,-0.6561
4280,-0.6428
4281,-0.6293
4282,-0.6157
4283,-0.6018
4284,-0.5878
4285,-0.5736
4286,-0.5592
4287,-0.5446
4288,-0.5299
4289,-0.515
4290,-0.5
4291,-0.4848
4292,-0.4695
4293,-0.454
4294,-0.4384
4295,-0.4226
4296,-0.4067
4297,-0.3907
4298,-0.3746
4299,-0.3584
4300,-0.342
4301,-0.3256
4302,-0.309
4303,-0.2924
4304,-0.2756
4305,-0.2588
4306,-0.2419
4307,-0.225
4308,-0.2079
4309,-0.1908
4310,-0.1736
4311,-0.1564
4312,-0.1392
4313,-0.1219
4314,-0.1045
4315,-0.0872
4316,-0.0698
4317,-0.0523
4318,-0.0349
4319,-0.0175
4320,-0.0
4321,0.0175
4322,0.0349
4323,0.0523
4324,0.0698
4325,0.0872
4326,0.1045
4327,0.1219
4328,0.1392
4329,0.1564
4330,0.1736
4331,0.1908
4332,0.2079
4333,0.225
4334,0.2419
4335,0.2588
4336,0.2756
4337,0.2924
4338,0.309
4339,0.3256
4340,0.342
4341,0.3584
4342,0.3746
4343,0.3907
4344,0.4067
4345,0.4226
4346,0.4384
4347,0.454
4348,0.4695
4349,0.4848
4350,0.5
4351,0.515
4352,0.5299
4353,0.5446
4354,0.5592
4355,0.5736
4356,0.5878
4357,0.6018
4358,0.6157
4359,0.6293
4360,0.6428
4361,0.6561
4362,0.6691
4363,0.682
4364,0.6947
4365,0.7071
4366,0.7193
4367,0.7314
4368,0.7431
4369,0.7547
4370,0.766
4371,0.7771
4372,0.788
4373,0.7986
4374,0.809
4375,0.8192
4376,0.829
4377,0.8387
4378,0.848
4379,0.8572
4380,0.866
4381,0.8746
4382,0.8829
4383,0.891
4384,0.8988
4385,0.9063
4386,0.9135
4387,0.9205
4388,0.9272
4389,0.9336
4390,0.9397
4391,0.9455
4392,0.9511
4393,0.9563
4394,0.9613
4395,0.9659
4396,0.9703
4397,0.9744
4398,0.9781
4399,0.9816
4400,0.9848
4401,0.9877
4402,0.9903
4403,0.9925
4404,0.9945
4405,0.9962
4406,0.9976
4407,0.9986
4408,0.9994
4409,0.9998
4410,1.0
4411,0.9998
4412,0.9994
4413,0.9986
4414,0.9976
4415,0.9962
4416,0.9945
4417,0.9925
4418,0.9903
4419,0.9877
4420,0.9848
4421,0.9816
4422,0.9781
4423,0.9744
4424,0.9703
4425,0.9659
4426,0.9613
4427,0.9563
4428,0.9511
4429,0.9455
4430,0.9397
4431,0.9336
4432,0.9272
4433,0.9205
4434,0.9135
4435,0.9063
4436,0.8988
4437,0.891
4438,0.8829
4439,0.8746
4440,0.866
4441,0.8572
4442,0.848
4443,0.8387
4444,0.829
4445,0.8192
4446,0.809
4447,0.7986
4448,0.788
4449,0.7771
4450,0.766
4451,0.7547
4452,0.7431
4453,0.7314
4454,0.7193
4455,0.7071
4456,0.6947
4457,0.682
4458,0.6691
4459,0.6561
4460,0.6428
4461,0.6293
4462,0.6157
4463,0.6018
4464,0.5878
4465,0.5736
4466,0.5592
4467,0.5446
4468,0.5299
4469,0.515
4470,0.5
4471,0.4848
4472,0.4695
4473,0.454
4474,0.4384
4475,0.4226
4476,0.4067
4477,0.3907
4478,0.3746
4479,0.3584
4480,0.342
4481,0.3256
4482,0.309
4483,0.2924
4484,0.2756
4485,0.2588
4486,0.2419
4487,0.225
4488,0.2079
4489,0.1908
4490,0.1736
4491,0.1564
4492,0.1392
4493,0.1219
4494,0.1045
4495,0.0872
4496,0.0698
4497,0.0523
4498,0.0349
4499,0.0175
4500,-0.0
4501,-0.0175
4502,-0.0349
4503,-0.0523
4504,-0.0698
4505,-0.0872
4506,-0.1045
4507,-0.1219
4508,-0.1392
4509,-0.1564
4510,-0.1736
4511,-0.1908
4512,-0.2079
4513,-0.225
4514,-0.2419
4515,-0.2588
4516,-0.2756
4517,-0.2924
4518,-0.309
4519,-0.3256
4520,-0.342
4521,-0.3584
4522,-0.3746
4523,-0.3907
4524,-0.4067
4525,-0.4226
4526,-0.4384
4527,-0.454
4528,-0.4695
4529,-0.4848
4530,-0.5
4531,-0.515
4532,-0.5299
4533,-0.5446
4534,-0.5592
4535,-0.5736
4536,-0.5878
4537,-0.6018
4538,-0.6157
4539,-0.6293
4540,-0.6428
4541,-0.6561
4542,-0.6691
4543,-0.682
4544,-0.6947
4545,-0.7071
4546,-0.7193
4547,-0.7314
4548,-0.7431
4549,-0.7547
4550,-0.766
4551,-0.7771
4552,-0.788
4553,-0.7986
4554,-0.809
4555,-0.8192
4556,-0.829
4557,-0.8387
4558,-0.848
4559,-0.8572
4560,-0.866
4561,-0.8746
4562,-0.8829
4563,-0.891
4564,-0.8988
4565,-0.9063
4566,-0.9135
4567,-0.9205
4568,-0.9272
4569,-0.9336
4570,-0.9397
4571,-0.9455
4572,-0.9511
4573,-0.9563
4574,-0.9613
4575,-0.9659
4576,-0.9703
4577,-0.9744
4578,-0.9781
4579,-0.9816
4580,-0.9848
4581,-0.9877
4582,-0.9903
4583,-0.9925
4584,-0.9945
4585,-0.9962
4586,-0.9976
4587,-0.9986
4588,-0.9994
4589,-0.9998
4590,-1.0
4591,-0.9998
4592,-0.9994
4593,-0.9986
4594,-0.9976
4595,-0.9962
4596,-0.9945
4597,-0.9925
4598,-0.9903
4599,-0.9877
4600,-0.9848
4601,-0.9816
4602,-0.9781
4603,-0.9744
4604,-0.9703
4605,-0.9659
4606,-0.9613
4607,-0.9563
4608,-0.9511
4609,-0.9455
4610,-0.9397
4611,-0.9336
4612,-0.9272
4613,-0.9205
4614,-0.9135
4615,-0.9063
4616,-0.8988
4617,-0.891
4618,-0.8829
4619,-0.8746
4620,-0.866
4621,-0.8572
4622,-0.848
4623,-0.8387
4624,-0.829
4625,-0.8192
4626,-0.809
4627,-0.7986
4628,-0.788
4629,-0.7771
4630,-0.766
4631,-0.7547
4632,-0.7431
4633,-0.7314
4634,-0.7193
4635,-0.7071
4636,-0.6947
4637,-0.682
4638,-0.6691
4639,-0.6561
4640,-0.6428
4641,-0.6293
4642,-0.6157
4643,-0.6018
4644,-0.5878
4645,-0.5736
4646,-0.5592
4647,-0.5446
4648,-0.5299
4649,-0.515
4650,-0.5
4651,-0.4848
4652,-0.4695
4653,-0.454
4654,-0.4384
4655,-0.4226
4656,-0.4067
4657,-0.3907
4658,-0.3746
4659,-0.3584
4660,-0.342
4661,-0.3256
4662,-0.309
4663,-0.2924
4664,-0.2756
4665,-0.2588
4666,-0.2419
4667,-0.225
4668,-0.2079
4669,-0.1908
4670,-0.1736
4671,-0.1564
4672,-0.1392
4673,-0.1219
4674,-0.1045
4675,-0.0872
4676,-0.0698
4677,-0.0523
4678,-0.0349
4679,-0.0175
4680,0.0
4681,0.0175
4682,0.0349
4683,0.0523
4684,0.0698
4685,0.0872
4686,0.1045
4687,0.1219
4688,0.1392
4689,0.1564
4690,0.1736
4691,0.1908
4692,0.2079
4693,0.225
4694,0.2419
4695,0.2588
4696,0.2756
4697,0.2924
4698,0.309
4699,0.3256
4700,0.342
4701,0.3584
4702,0.3746
4703,0.3907
4704,0.4067
4705,0.4226
4706,0.4384
4707,0.454
4708,0.4695
4709,0.4848
4710,0.5
4711,0.515
4712,0.5299
4713,0.5446
4714,0.5592
4715,0.5736
4716,0.5878
4717,0.6018
4718,0.6157
4719,0.6293
4720,0.6428
4721,0.6561
4722,0.6691
4723,0.682
4724,0.6947
4725,0.7071
4726,0.7193
4727,0.7314
4728,0.7431
4729,0.7547
4730,0.766
4731,0.7771
4732,0.788
4733,0.7986
4734,0.809
4735,0.8192
4736,0.829
4737,0.8387
4738,0.848
4739,0.8572
4740,0.866
4741,0.8746
4742,0.8829
4743,0.891
4744,0.8988
4745,0.9063
4746,0.9135
4747,0.9205
4748,0.9272
4749,0.9336
4750,0.9397
4751,0.9455
4752,0.9511
4753,0.9563
4754,0.9613
4755,0.9659
4756,0.9703
4757,0.9744
4758,0.9781
4759,0.9816
4760,0.9848
4761,0.9877
4762,0.9903
4763,0.9925
4764,0.9945
4765,0.9962
4766,0.9976
4767,0.9986
4768,0.9994
4769,0.9998
4770,1.0
4771,0.9998
4772,0.9994
4773,0.9986
4774,0.9976
4775,0.9962
4776,0.9945
4777,0.9925
4778,0.9903
4779,0.9877
4780,0.9848
4781,0.9816
4782,0.9781
4783,0.9744
4784,0.9703
4785,0.9659
4786,0.9613
4787,0.9563
4788,0.9511
4789,0.9455
4790,0.9397
4791,0.9336
4792,0.9272
4793,0.9205
4794,0.9135
4795,0.9063
4796,0.8988
4797,0.891
4798,0.8829
4799,0.8746
4800,0.866
4801,0.8572
4802,0.848
4803,0.8387
4804,0.829
4805,0.8192
4806,0.809
4807,0.7986
4808,0.788
4809,0.7771
4810,0.766
4811,0.7547
4812,0.7431
4813,0.7314
4814,0.7193
4815,0.7071
4816,0.6947
4817,0.682
4818,0.6691
4819,0.6561
4820,0.6428
4821,0.6293
4822,0.6157
4823,0.6018
4824,0.5878
4825,0.5736
4826,0.5592
4827,0.5446
4828,0.5299
4829,0.515
4830,0.5
4831,0.4848
4832,0.4695
4833,0.454
4834,0.4384
4835,0.4226
4836,0.4067
4837,0.3907
4838,0.3746
4839,0.3584
4840,0.342
4841,0.3256
4842,0.309
4843,0.2924
4844,0.2756
4845,0.2588
4846,0.2419
4847,0.225
4848,0.2079
4849,0.1908
4850,0.1736
4851,0.1564
4852,0.1392
4853,0.1219
4854,0.1045
4855,0.0872
4856,0.0698
4857,0.0523
4858,0.0349
4859,0.0175
4860,0.0
4861,-0.0175
4862,-0.0349
4863,-0.0523
4864,-0.0698
4865,-0.0872
4866,-0.1045
4867,-0.1219
4868,-0.1392
4869,-0.1564
4870,-0.1736
4871,-0.1908
4872,-0.2079
4873,-0.225
4874,-0.2419
4875,-0.2588
4876,-0.2756
4877,-0.2924
4878,-0.309
4879,-0.3256
4880,-0.342
4881,-0.3584
4882,-0.3746
4883,-0.3907
4884,-0.4067
4885,-0.4226
4886,-0.4384
4887,-0.454
4888,-0.4695
4889,-0.4848
4890,-0.5
4891,-0.515
4892,-0.5299
4893,-0.5446
4894,-0.5592
4895,-0.5736
4896,-0.5878
4897,-0.6018
4898,-0.6157
4899,-0.6293
4900,-0.6428
4901,-0.6561
4902,-0.6691
4903,-0.682
4904,-0.6947
4905,-0.7071
4906,-0.7193
4907,-0.7314
4908,-0.7431
4909,-0.7547
4910,-0.766
4911,-0.7771
4912,-0.788
4913,-0.7986
4914,-0.809
4915,-0.8192
4916,-0.829
4917,-0.8387
4918,-0.848
4919,-0.8572
4920,-0.866
4921,-0.8746
4922,-0.8829
4923,-0.891
4924,-0.8988
4925,-0.9063
4926,-0.9135
4927,-0.9205
4928,-0.9272
4929,-0.9336
4930,-0.9397
4931,-0.9455
4932,-0.9511
4933,-0.9563
4934,-0.9613
4935,-0.9659
4936,-0.9703
4937,-0.9744
4938,-0.9781
4939,-0.9816
4940,-0.9848
4941,-0.9877
4942,-0.9903
4943,-0.9925
4944,-0.9945
4945,-0.9962
4946,-0.9976
4947,-0.9986
4948,-0.9994
4949,-0.9998
4950,-1.0
4951,-0.9998
4952,-0.9994
4953,-0.9986
4954,-0.9976
4955,-0.9962
4956,-0.9945
4957,-0.9925
4958,-0.9903
4959,-0.9877
4960,-0.9848
4961,-0.9816
4962,-0.9781
4963,-0.9744
4964,-0.9703
4965,-0.9659
4966,-0.9613
4967,-0.9563
4968,-0.9511
4969,-0.9455
4970,-0.9397
4971,-0.9336
4972,-0.9272
4973,-0.9205
4974,-0.9135
4975,-0.9063
4976,-0.8988
4977,-0.891
4978,-0.8829
4979,-0.8746
4980,-0.866
4981,-0.8572
4982,-0.848
4983,-0.8387
4984,-0.829
4985,-0.8192
4986,-0.809
4987,-0.7986
4988,-0.788
4989,-0.7771
4990,-0.766
4991,-0.7547
4992,-0.7431
4993,-0.7314
4994,-0.7193
4995,-0.7071
4996,-0.6947
4997,-0.682
4998,-0.6691
4999,-0.6561
5000,-0.6428
5001,-0.6293
5002,-0.6157
5003,-0.6018
5004,-0.5878
5005,-0.5736
5006,-0.5592
5007,-0.5446
5008,-0.5299
5009,-0.515
5010,-0.5
5011,-0.4848
5012,-0.4695
5013,-0.454
5014,-0.4384
5015,-0.4226
5016,-0.4067
5017,-0.3907
5018,-0.3746
5019,-0.3584
5020,-0.342
5021,-0.3256
5022,-0.309
5023,-0.2924
5024,-0.2756
5025,-0.2588
5026,-0.2419
5027,-0.225
5028,-0.2079
5029,-0.1908
5030,-0.1736
5031,-0.1564
5032,-0.1392
5033,-0.1219
5034,-0.1045
5035,-0.0872
5036,-0.0698
5037,-0.0523
5038,-0.0349
5039,-0.0175
5040,-0.0
5041,0.0175
5042,0.0349
5043,0.0523
5044,0.0698
5045,0.0872
5046,0.1045
5047,0.1219
5048,0.1392
5049,0.1564
5050,0.1736
5051,0.1908
5052,0.2079
5053,0.225
5054,0.2419
5055,0.2588
5056,0.2756
5057,0.2924
5058,0.309
5059,0.3256
5060,0.342
5061,0.3584
5062,0.3746
5063,0.3907
5064,0.4067
5065,0.4226
5066,0.4384
5067,0.454
5068,0.4695
5069,0.4848
5070,0.5
5071,0.515
5072,0.5299
5073,0.5446
5074,0.5592
5075,0.5736
5076,0.5878
5077,0.6018
5078,0.6157
5079,0.6293
5080,0.6428
5081,0.6561
5082,0.6691
5083,0.682
5084,0.6947
5085,0.7071
5086,0.7193
5087,0.7314
5088,0.7431
5089,0.7547
5090,0.766
5091,0.7771
5092,0.788
5093,0.7986
5094,0.809
5095,0.8192
5096,0.829
5097,0.8387
5098,0.848
5099,0.8572
5100,0.866
5101,0.8746
5102,0.8829
5103,0.891
5104,0.8988
5105,0.9063
5106,0.9135
5107,0.9205
5108,0.9272
5109,0.9336
5110,0.9397
5111,0.9455
5112,0.9511
5113,0.9563
5114,0.9613
5115,0.9659
5116,0.9703
5117,0.9744
5118,0.9781
5119,0.9816
5120,0.9848
5121,0.9877
5122,0.9903
5123,0.9925
5124,0.9945
5125,0.9962
5126,0.9976
5127,0.9986
5128,0.9994
5129,0.9998
5130,1.0
5131,0.9998
5132,0.9994
5133,0.9986
5134,0.9976
5135,0.9962
5136,0.9945
5137,0.9925
5138,0.9903
5139,0.9877
5140,0.9848
5141,0.9816
5142,0.9781
5143,0.9744
5144,0.9703
5145,0.9659
5146,0.9613
5147,0.9563
5148,0.9511
5149,0.9455
5150,0.9397
5151,0.9336
5152,0.9272
5153,0.9205
5154,0.9135
5155,0.9063
5156,0.8988
5157,0.891
5158,0.8829
5159,0.8746
5160,0.866
5161,0.8572
5162,0.848
5163,0.8387
5164,0.829
5165,0.8192
5166,0.809
5167,0.7986
5168,0.788
5169,0.7771
5170,0.766
5171,0.7547
5172,0.7431
5173,0.7314
5174,0.7193
5175,0.7071
5176,0.6947
5177,0.682
5178,0.6691
5179,0.6561
5180,0.6428
5181,0.6293
5182,0.6157
5183,0.6018
5184,0.5878
5185,0.5736
5186,0.5592
5187,0.5446
5188,0.5299
5189,0.515
5190,0.5
5191,0.4848
5192,0.4695
5193,0.454
5194,0.4384
5195,0.4226
5196,0.4067
5197,0.3907
5198,0.3746
5199,0.3584
5200,0.342
5201,0.3256
5202,0.309
5203,0.2924
5204,0.2756
5205,0.2588
5206,0.2419
5207,0.225
5208,0.2079
5209,0.1908
5210,0.1736
5211,0.1564
5212,0.1392
5213,0.1219
5214,0.1045
5215,0.0872
5216,0.0698
5217,0.0523
5218,0.0349
5219,0.0175
5220,-0.0
5221,-0.0175
5222,-0.0349
5223,-0.0523
5224,-0.0698
5225,-0.0872
5226,-0.1045
5227,-0.1219
5228,-0.1392
5229,-0.1564
5230,-0.1736
5231,-0.1908
5232,-0.2079
5233,-0.225
5234,-0.2419
5235,-0.2588
5236,-0.2756
5237,-0.2924
5238,-0.309
5239,-0.3256
5240,-0.342
5241,-0.3584
5242,-0.3746
5243,-0.3907
5244,-0.4067
5245,-0.4226
5246,-0.4384
5247,-0.454
5248,-0.4695
5249,-0.4848
5250,-0.5
5251,-0.515
5252,-0.5299
5253,-0.5446
5254,-0.5592
5255,-0.5736
5256,-0.5878
5257,-0.6018
5258,-0.6157
5259,-0.6293
5260,-0.6428
5261,-0.6561
5262,-0.6691
5263,-0.682
5264,-0.6947
5265,-0.7071
5266,-0.7193
5267,-0.7314
5268,-0.7431
5269,-0.7547
5270,-0.766
5271,-0.7771
5272,-0.788
5273,-0.7986
5274,-0.809
5275,-0.8192
5276,-0.829
5277,-0.8387
5278,-0.848
5279,-0.8572
5280,-0.866
5281,-0.8746
5282,-0.8829
5283,-0.891
5284,-0.8988
5285,-0.9063
5286,-0.9135
5287,-0.9205
5288,-0.9272
5289,-0.9336
5290,-0.9397
5291,-0.9455
5292,-0.9511
5293,-0.9563
5294,-0.9613
5295,-0.9659
5296,-0.9703
5297,-0.9744
5298,-0.9781
5299,-0.9816
5300,-0.9848
5301,-0.9877
5302,-0.9903
5303,-0.9925
5304,-0.9945
5305,-0.9962
5306,-0.9976
5307,-0.9986
5308,-0.9994
5309,-0.9998
5310,-1.0
5311,-0.9998
5312,-0.9994
5313,-0.9986
5314,-0.9976
5315,-0.9962
5316,-0.9945
5317,-0.9925
5318,-0.9903
5319,-0.9877
5320,-0.9848
5321,-0.9816
5322,-0.9781
5323,-0.9744
5324,-0.9703
5325,-0.9659
5326,-0.9613
5327,-0.9563
5328,-0.9511
5329,-0.9455
5330,-0.9397
5331,-0.9336
5332,-0.9272
5333,-0.9205
5334,-0.9135
5335,-0.9063
5336,-0.8988
5337,-0.891
5338,-0.8829
5339,-0.8746
5340,-0.866
5341,-0.8572
5342,-0.848
5343,-0.8387
5344,-0.829
5345,-0.8192
5346,-0.809
5347,-0.7986
5348,-0.788
5349,-0.7771
5350,-0.766
5351,-0.7547
5352,-0.7431
5353,-0.7314
5354,-0.7193
5355,-0.7071
5356,-0.6947
5357,-0.682
5358,-0.6691
5359,-0.6561
5360,-0.6428
5361,-0.6293
5362,-0.6157
5363,-0.6018
5364,-0.5878
5365,-0.5736
5366,-0.5592
5367,-0.5446
5368,-0.5299
5369,-0.515
5370,-0.5
5371,-0.4848
5372,-0.4695
5373,-0.454
5374,-0.4384
5375,-0.4226
5376,-0.4067
5377,-0.3907
5378,-0.3746
5379,-0.3584
5380,-0.342
5381,-0.3256
5382,-0.309
5383,-0.2924
5384,-0.2756
5385,-0.2588
5386,-0.2419
5387,-0.225
5388,-0.2079
5389,-0.1908
5390,-0.1736
5391,-0.1564
5392,-0.1392
5393,-0.1219
5394,-0.1045
5395,-0.0872
5396,-0.0698
5397,-0.0523
5398,-0.0349
5399,-0.0175
5400,0.0
5401,0.0175
5402,0.0349
5403,0.0523
5404,0.0698
5405,0.0872
5406,0.1045
5407,0.1219
5408,0.1392
5409,0.1564
5410,0.1736
5411,0.1908
5412,0.2079
5413,0.225
5414,0.2419
5415,0.2588
5416,0.2756
5417,0.2924
5418,0.309
5419,0.3256
5420,0.342
5421,0.3584
5422,0.3746
5423,0.3907
5424,0.4067
5425,0.4226
5426,0.4384
5427,0.454
5428,0.4695
5429,0.4848
5430,0.5
5431,0.515
5432,0.5299
5433,0.5446
5434,0.5592
5435,0.5736
5436,0.5878
5437,0.6018
5438,0.6157
5439,0.6293
5440,0.6428
5441,0.6561
5442,0.6691
5443,0.682
5444,0.6947
5445,0.7071
5446,0.7193
5447,0.7314
5448,0.7431
5449,0.7547
5450,0.766
5451,0.7771
5452,0.788
5453,0.7986
5454,0.809
5455,0.8192
5456,0.829
5457,0.8387
5458,0.848
5459,0.8572
5460,0.866
5461,0.8746
5462,0.8829
5463,0.891
5464,0.8988
5465,0.9063
5466,0.9135
5467,0.9205
5468,0.9272
5469,0.9336
5470,0.9397
5471,0.9455
5472,0.9511
5473,0.9563
5474,0.9613
5475,0.9659
5476,0.9703
5477,0.9744
5478,0.9781
5479,0.9816
5480,0.9848
5481,0.9877
5482,0.9903
5483,0.9925
5484,0.9945
5485,0.9962
5486,0.9976
5487,0.9986
5488,0.9994
5489,0.9998
5490,1.0
5491,0.9998
5492,0.9994
5493,0.9986
5494,0.9976
5495,0.9962
5496,0.9945
5497,0.9925
5498,0.9903
5499,0.9877
5500,0.9848
5501,0.9816
5502,0.9781
5503,0.9744
5504,0.9703
5505,0.9659
5506,0.9613
5507,0.9563
5508,0.9511
5509,0.9455
5510,0.9397
5511,0.9336
5512,0.9272
5513,0.9205
5514,0.9135
5515,0.9063
5516,0.8988
5517,0.891
5518,0.8829
5519,0.8746
5520,0.866
5521,0.8572
5522,0.848
5523,0.8387
5524,0.829
5525,0.8192
5526,0.809
5527,0.7986
5528,0.788
5529,0.7771
5530,0.766
5531,0.7547
5532,0.7431
5533,0.7314
5534,0.7193
5535,0.7071
5536,0.6947
5537,0.682
5538,0.6691
5539,0.6561
5540,0.6428
5541,0.6293
5542,0.6157
5543,0.6018
5544,0.5878
5545,0.5736
5546,0.5592
5547,0.5446
5548,0.5299
5549,0.515
5550,0.5
5551,0.4848
5552,0.4695
5553,0.454
5554,0.4384
5555,0.4226
5556,0.4067
5557,0.3907
5558,0.3746
5559,0.3584
5560,0.342
5561,0.3256
5562,0.309
5563,0.2924
5564,0.2756
5565,0.2588
5566,0.2419
5567,0.225
5568,0.2079
5569,0.1908
5570,0.1736
5571,0.1564
5572,0.1392
5573,0.1219
5574,0.1045
5575,0.0872
5576,0.0698
5577,0.0523
5578,0.0349
5579,0.0175
5580,0.0
5581,-0.0175
5582,-0.0349
5583,-0.0523
5584,-0.0698
5585,-0.0872
5586,-0.1045
5587,-0.1219
5588,-0.1392
5589,-0.1564
5590,-0.1736
5591,-0.1908
5592,-0.2079
5593,-0.225
5594,-0.2419
5595,-0.2588
5596,-0.2756
5597,-0.2924
5598,-0.309
5599,-0.3256
5600,-0.342
5601,-0.3584
5602,-0.3746
5603,-0.3907
5604,-0.4067
5605,-0.4226
5606,-0.4384
5607,-0.454
5608,-0.4695
5609,-0.4848
5610,-0.5
5611,-0.515
5612,-0.5299
5613,-0.5446
5614,-0.5592
5615,-0.5736
5616,-0.5878
5617,-0.6018
5618,-0.6157
5619,-0.6293
5620,-0.6428
5621,-0.6561
5622,-0.6691
5623,-0.682
5624,-0.6947
5625,-0.7071
5626,-0.7193
5627,-0.7314
5628,-0.7431
5629,-0.7547
5630,-0.766
5631,-0.7771
5632,-0.788
5633,-0.7986
5634,-0.809
5635,-0.8192
5636,-0.829
5637,-0.8387
5638,-0.848
5639,-0.8572
5640,-0.866
5641,-0.8746
5642,-0.8829
5643,-0.891
5644,-0.8988
5645,-0.9063
5646,-0.9135
5647,-0.9205
5648,-0.9272
5649,-0.9336
5650,-0.9397
5651,-0.9455
5652,-0.9511
5653,-0.9563
5654,-0.9613
5655,-0.9659
5656,-0.9703
5657,-0.9744
5658,-0.9781
5659,-0.9816
5660,-0.9848
5661,-0.9877
5662,-0.9903
5663,-0.9925
5664,-0.9945
5665,-0.9962
