degrees,values
28965,0.2588
28966,0.2419
28967,0.225
28968,0.2079
28969,0.1908
28970,0.1736
28971,0.1564
28972,0.1392
28973,0.1219
28974,0.1045
28975,0.0872
28976,0.0698
28977,0.0523
28978,0.0349
28979,0.0175
28980,0.0
28981,-0.0175
28982,-0.0349
28983,-0.0523
28984,-0.0698
28985,-0.0872
28986,-0.1045
28987,-0.1219
28988,-0.1392
28989,-0.1564
28990,-0.1736
28991,-0.1908
28992,-0.2079
28993,-0.225
28994,-0.2419
28995,-0.2588
28996,-0.2756
28997,-0.2924
28998,-0.309
28999,-0.3256
29000,-0.342
29001,-0.3584
29002,-0.3746
29003,-0.3907
29004,-0.4067
29005,-0.4226
29006,-0.4384
29007,-0.454
29008,-0.4695
29009,-0.4848
29010,-0.5
29011,-0.515
29012,-0.5299
29013,-0.5446
29014,-0.5592
29015,-0.5736
29016,-0.5878
29017,-0.6018
29018,-0.6157
29019,-0.6293
29020,-0.6428
29021,-0.6561
29022,-0.6691
29023,-0.682
29024,-0.6947
29025,-0.7071
29026,-0.7193
29027,-0.7314
29028,-0.7431
29029,-0.7547
29030,-0.766
29031,-0.7771
29032,-0.788
29033,-0.7986
29034,-0.809
29035,-0.8192
29036,-0.829
29037,-0.8387
29038,-0.848
29039,-0.8572
29040,-0.866
29041,-0.8746
29042,-0.8829
29043,-0.891
29044,-0.8988
29045,-0.9063
29046,-0.9135
29047,-0.9205
29048,-0.9272
29049,-0.9336
29050,-0.9397
29051,-0.9455
29052,-0.9511
29053,-0.9563
29054,-0.9613
29055,-0.9659
29056,-0.9703
29057,-0.9744
29058,-0.9781
29059,-0.9816
29060,-0.9848
29061,-0.9877
29062,-0.9903
29063,-0.9925
29064,-0.9945
29065,-0.9962
29066,-0.9976
29067,-0.9986
29068,-0.9994
29069,-0.9998
29070,-1.0
29071,-0.9998
29072,-0.9994
29073,-0.9986
29074,-0.9976
29075,-0.9962
29076,-0.9945
29077,-0.9925
29078,-0.9903
29079,-0.9877
29080,-0.9848
29081,-0.9816
29082,-0.9781
29083,-0.9744
29084,-0.9703
29085,-0.9659
29086,-0.9613
29087,-0.9563
29088,-0.9511
29089,-0.9455
29090,-0.9397
29091,-0.9336
29092,-0.9272
29093,-0.9205
29094,-0.9135
29095,-0.9063
29096,-0.8988
29097,-0.891
29098,-0.8829
29099,-0.8746
29100,-0.866
29101,-0.8572
29102,-0.848
29103,-0.8387
29104,-0.829
29105,-0.8192
29106,-0.809
29107,-0.7986
29108,-0.788
29109,-0.7771
29110,-0.766
29111,-0.7547
29112,-0.7431
29113,-0.7314
29114,-0.7193
29115,-0.7071
29116,-0.6947
29117,-0.682
29118,-0.6691
29119,-0.6561
29120,-0.6428
29121,-0.6293
29122,-0.6157
29123,-0.6018
29124,-0.5878
29125,-0.5736
29126,-0.5592
29127,-0.5446
29128,-0.5299
29129,-0.515
29130,-0.5
29131,-0.4848
29132,-0.4695
29133,-0.454
29134,-0.4384
29135,-0.4226
29136,-0.4067
29137,-0.3907
29138,-0.3746
29139,-0.3584
29140,-0.342
29141,-0.3256
29142,-0.309
29143,-0.2924
29144,-0.2756
29145,-0.2588
29146,-0.2419
29147,-0.225
29148,-0.2079
29149,-0.1908
29150,-0.1736
29151,-0.1564
29152,-0.1392
29153,-0.1219
29154,-0.1045
29155,-0.0872
29156,-0.0698
29157,-0.0523
29158,-0.0349
29159,-0.0175
29160,0.0
29161,0.0175
29162,0.0349
29163,0.0523
29164,0.0698
29165,0.0872
29166,0.1045
29167,0.1219
29168,0.1392
29169,0.1564
29170,0.1736
29171,0.1908
29172,0.2079
29173,0.225
29174,0.2419
29175,0.2588
29176,0.2756
29177,0.2924
29178,0.309
29179,0.3256
29180,0.342
29181,0.3584
29182,0.3746
29183,0.3907
29184,0.4067
29185,0.4226
29186,0.4384
29187,0.454
29188,0.4695
29189,0.4848
29190,0.5
29191,0.515
29192,0.5299
29193,0.5446
29194,0.5592
29195,0.5736
29196,0.5878
29197,0.6018
29198,0.6157
29199,0.6293
29200,0.6428
29201,0.6561
29202,0.6691
29203,0.682
29204,0.6947
29205,0.7071
29206,0.7193
29207,0.7314
29208,0.7431
29209,0.7547
29210,0.766
29211,0.7771
29212,0.788
29213,0.7986
29214,0.809
29215,0.8192
29216,0.829
29217,0.8387
29218,0.848
29219,0.8572
29220,0.866
29221,0.8746
29222,0.8829
29223,0.891
29224,0.8988
29225,0.9063
29226,0.9135
29227,0.9205
29228,0.9272
29229,0.9336
29230,0.9397
29231,0.9455
29232,0.9511
29233,0.9563
29234,0.9613
29235,0.9659
29236,0.9703
29237,0.9744
29238,0.9781
29239,0.9816
29240,0.9848
29241,0.9877
29242,0.9903
29243,0.9925
29244,0.9945
29245,0.9962
29246,0.9976
29247,0.9986
29248,0.9994
29249,0.9998
29250,1.0
29251,0.9998
29252,0.9994
29253,0.9986
29254,0.9976
29255,0.9962
29256,0.9945
29257,0.9925
29258,0.9903
29259,0.9877
29260,0.9848
29261,0.9816
29262,0.9781
29263,0.9744
29264,0.9703
29265,0.9659
29266,0.9613
29267,0.9563
29268,0.9511
29269,0.9455
29270,0.9397
29271,0.9336
29272,0.9272
29273,0.9205
29274,0.9135
29275,0.9063
29276,0.8988
29277,0.891
29278,0.8829
29279,0.8746
29280,0.866
29281,0.8572
29282,0.848
29283,0.8387
29284,0.829
29285,0.8192
29286,0.809
29287,0.7986
29288,0.788
29289,0.7771
29290,0.766
29291,0.7547
29292,0.7431
29293,0.7314
29294,0.7193
29295,0.7071
29296,0.6947
29297,0.682
29298,0.6691
29299,0.6561
29300,0.6428
29301,0.6293
29302,0.6157
29303,0.6018
29304,0.5878
29305,0.5736
29306,0.5592
29307,0.5446
29308,0.5299
29309,0.515
29310,0.5
29311,0.4848
29312,0.4695
29313,0.454
29314,0.4384
29315,0.4226
29316,0.4067
29317,0.3907
29318,0.3746
29319,0.3584
29320,0.342
29321,0.3256
29322,0.309
29323,0.2924
29324,0.2756
29325,0.2588
29326,0.2419
29327,0.225
29328,0.2079
29329,0.1908
29330,0.1736
29331,0.1564
29332,0.1392
29333,0.1219
29334,0.1045
29335,0.0872
29336,0.0698
29337,0.0523
29338,0.0349
29339,0.0175
29340,0.0
29341,-0.0175
29342,-0.0349
29343,-0.0523
29344,-0.0698
29345,-0.0872
29346,-0.1045
29347,-0.1219
29348,-0.1392
29349,-0.1564
29350,-0.1736
29351,-0.1908
29352,-0.2079
29353,-0.225
29354,-0.2419
29355,-0.2588
29356,-0.2756
29357,-0.2924
29358,-0.309
29359,-0.3256
29360,-0.342
29361,-0.3584
29362,-0.3746
29363,-0.3907
29364,-0.4067
29365,-0.4226
29366,-0.4384
29367,-0.454
29368,-0.4695
29369,-0.4848
29370,-0.5
29371,-0.515
29372,-0.5299
29373,-0.5446
29374,-0.5592
29375,-0.5736
29376,-0.5878
29377,-0.6018
29378,-0.6157
29379,-0.6293
29380,-0.6428
29381,-0.6561
29382,-0.6691
29383,-0.682
29384,-0.6947
29385,-0.7071
29386,-0.7193
29387,-0.7314
29388,-0.7431
29389,-0.7547
29390,-0.766
29391,-0.7771
29392,-0.788
29393,-0.7986
29394,-0.809
29395,-0.8192
29396,-0.829
29397,-0.8387
29398,-0.848
29399,-0.8572
29400,-0.866
29401,-0.8746
29402,-0.8829
29403,-0.891
29404,-0.8988
29405,-0.9063
29406,-0.9135
29407,-0.9205
29408,-0.9272
29409,-0.9336
29410,-0.9397
29411,-0.9455
29412,-0.9511
29413,-0.9563
29414,-0.9613
29415,-0.9659
29416,-0.9703
29417,-0.9744
29418,-0.9781
29419,-0.9816
29420,-0.9848
29421,-0.9877
29422,-0.9903
29423,-0.9925
29424,-0.9945
29425,-0.9962
29426,-0.9976
29427,-0.9986
29428,-0.9994
29429,-0.9998
29430,-1.0
29431,-0.9998
29432,-0.9994
29433,-0.9986
29434,-0.9976
29435,-0.9962
29436,-0.9945
29437,-0.9925
29438,-0.9903
29439,-0.9877
29440,-0.9848
29441,-0.9816
29442,-0.9781
29443,-0.9744
29444,-0.9703
29445,-0.9659
29446,-0.9613
29447,-0.9563
29448,-0.9511
29449,-0.9455
29450,-0.9397
29451,-0.9336
29452,-0.9272
29453,-0.9205
29454,-0.9135
29455,-0.9063
29456,-0.8988
29457,-0.891
29458,-0.8829
29459,-0.8746
29460,-0.866
29461,-0.8572
29462,-0.848
29463,-0.8387
29464,-0.829
29465,-0.8192
29466,-0.809
29467,-0.7986
29468,-0.788
29469,-0.7771
29470,-0.766
29471,-0.7547
29472,-0.7431
29473,-0.7314
29474,-0.7193
29475,-0.7071
29476,-0.6947
29477,-0.682
29478,-0.6691
29479,-0.6561
29480,-0.6428
29481,-0.6293
29482,-0.6157
29483,-0.6018
29484,-0.5878
29485,-0.5736
29486,-0.5592
29487,-0.5446
29488,-0.5299
29489,-0.515
29490,-0.5
29491,-0.4848
29492,-0.4695
29493,-0.454
29494,-0.4384
29495,-0.4226
29496,-0.4067
29497,-0.3907
29498,-0.3746
29499,-0.3584
29500,-0.342
29501,-0.3256
29502,-0.309
29503,-0.2924
29504,-0.2756
29505,-0.2588
29506,-0.2419
29507,-0.225
29508,-0.2079
29509,-0.1908
29510,-0.1736
29511,-0.1564
29512,-0.1392
29513,-0.1219
29514,-0.1045
29515,-0.0872
29516,-0.0698
29517,-0.0523
29518,-0.0349
29519,-0.0175
29520,-0.0
29521,0.0175
29522,0.0349
29523,0.0523
29524,0.0698
29525,0.0872
29526,0.1045
29527,0.1219
29528,0.1392
29529,0.1564
29530,0.1736
29531,0.1908
29532,0.2079
29533,0.225
29534,0.2419
29535,0.2588
29536,0.2756
29537,0.2924
29538,0.309
29539,0.3256
29540,0.342
29541,0.3584
29542,0.3746
29543,0.3907
29544,0.4067
29545,0.4226
29546,0.4384
29547,0.454
29548,0.4695
29549,0.4848
29550,0.5
29551,0.515
29552,0.5299
29553,0.5446
29554,0.5592
29555,0.5736
29556,0.5878
29557,0.6018
29558,0.6157
29559,0.6293
29560,0.6428
29561,0.6561
29562,0.6691
29563,0.682
29564,0.6947
29565,0.7071
29566,0.7193
29567,0.7314
29568,0.7431
29569,0.7547
29570,0.766
29571,0.7771
29572,0.788
29573,0.7986
29574,0.809
29575,0.8192
29576,0.829
29577,0.8387
29578,0.848
29579,0.8572
29580,0.866
29581,0.8746
29582,0.8829
29583,0.891
29584,0.8988
29585,0.9063
29586,0.9135
29587,0.9205
29588,0.9272
29589,0.9336
29590,0.9397
29591,0.9455
29592,0.9511
29593,0.9563
29594,0.9613
29595,0.9659
29596,0.9703
29597,0.9744
29598,0.9781
29599,0.9816
29600,0.9848
29601,0.9877
29602,0.9903
29603,0.9925
29604,0.9945
29605,0.9962
29606,0.9976
29607,0.9986
29608,0.9994
29609,0.9998
29610,1.0
29611,0.9998
29612,0.9994
29613,0.9986
29614,0.9976
29615,0.9962
29616,0.9945
29617,0.9925
29618,0.9903
29619,0.9877
29620,0.9848
29621,0.9816
29622,0.9781
29623,0.9744
29624,0.9703
29625,0.9659
29626,0.9613
29627,0.9563
29628,0.9511
29629,0.9455
29630,0.9397
29631,0.9336
29632,0.9272
29633,0.9205
29634,0.9135
29635,0.9063
29636,0.8988
29637,0.891
29638,0.8829
29639,0.8746
29640,0.866
29641,0.8572
29642,0.848
29643,0.8387
29644,0.829
29645,0.8192
29646,0.809
29647,0.7986
29648,0.788
29649,0.7771
29650,0.766
29651,0.7547
29652,0.7431
29653,0.7314
29654,0.7193
29655,0.7071
29656,0.6947
29657,0.682
29658,0.6691
29659,0.6561
29660,0.6428
29661,0.6293
29662,0.6157
29663,0.6018
29664,0.5878
29665,0.5736
29666,0.5592
29667,0.5446
29668,0.5299
29669,0.515
29670,0.5
29671,0.4848
29672,0.4695
29673,0.454
29674,0.4384
29675,0.4226
29676,0.4067
29677,0.3907
29678,0.3746
29679,0.3584
29680,0.342
29681,0.3256
29682,0.309
29683,0.2924
29684,0.2756
29685,0.2588
29686,0.2419
29687,0.225
29688,0.2079
29689,0.1908
29690,0.1736
29691,0.1564
29692,0.1392
29693,0.1219
29694,0.1045
29695,0.0872
29696,0.0698
29697,0.0523
29698,0.0349
29699,0.0175
29700,-0.0
29701,-0.0175
29702,-0.0349
29703,-0.0523
29704,-0.0698
29705,-0.0872
29706,-0.1045
29707,-0.1219
29708,-0.1392
29709,-0.1564
29710,-0.1736
29711,-0.1908
29712,-0.2079
29713,-0.225
29714,-0.2419
29715,-0.2588
29716,-0.2756
29717,-0.2924
29718,-0.309
29719,-0.3256
29720,-0.342
29721,-0.3584
29722,-0.3746
29723,-0.3907
29724,-0.4067
29725,-0.4226
29726,-0.4384
29727,-0.454
29728,-0.4695
29729,-0.4848
29730,-0.5
29731,-0.515
29732,-0.5299
29733,-0.5446
29734,-0.5592
29735,-0.5736
29736,-0.5878
29737,-0.6018
29738,-0.6157
29739,-0.6293
29740,-0.6428
29741,-0.6561
29742,-0.6691
29743,-0.682
29744,-0.6947
29745,-0.7071
29746,-0.7193
29747,-0.7314
29748,-0.7431
29749,-0.7547
29750,-0.766
29751,-0.7771
29752,-0.788
29753,-0.7986
29754,-0.809
29755,-0.8192
29756,-0.829
29757,-0.8387
29758,-0.848
29759,-0.8572
29760,-0.866
29761,-0.8746
29762,-0.8829
29763,-0.891
29764,-0.8988
29765,-0.9063
29766,-0.9135
29767,-0.9205
29768,-0.9272
29769,-0.9336
29770,-0.9397
29771,-0.9455
29772,-0.9511
29773,-0.9563
29774,-0.9613
29775,-0.9659
29776,-0.9703
29777,-0.9744
29778,-0.9781
29779,-0.9816
29780,-0.9848
29781,-0.9877
29782,-0.9903
29783,-0.9925
29784,-0.9945
29785,-0.9962
29786,-0.9976
29787,-0.9986
29788,-0.9994
29789,-0.9998
29790,-1.0
29791,-0.9998
29792,-0.9994
29793,-0.9986
29794,-0.9976
29795,-0.9962
29796,-0.9945
29797,-0.9925
29798,-0.9903
29799,-0.9877
29800,-0.9848
29801,-0.9816
29802,-0.9781
29803,-0.9744
29804,-0.9703
29805,-0.9659
29806,-0.9613
29807,-0.9563
29808,-0.9511
29809,-0.9455
29810,-0.9397
29811,-0.9336
29812,-0.9272
29813,-0.9205
29814,-0.9135
29815,-0.9063
29816,-0.8988
29817,-0.891
29818,-0.8829
29819,-0.8746
29820,-0.866
29821,-0.8572
29822,-0.848
29823,-0.8387
29824,-0.829
29825,-0.8192
29826,-0.809
29827,-0.7986
29828,-0.788
29829,-0.7771
29830,-0.766
29831,-0.7547
29832,-0.7431
29833,-0.7314
29834,-0.7193
29835,-0.7071
29836,-0.6947
29837,-0.682
29838,-0.6691
29839,-0.6561
29840,-0.6428
29841,-0.6293
29842,-0.6157
29843,-0.6018
29844,-0.5878
29845,-0.5736
29846,-0.5592
29847,-0.5446
29848,-0.5299
29849,-0.515
29850,-0.5
29851,-0.4848
29852,-0.4695
29853,-0.454
29854,-0.4384
29855,-0.4226
29856,-0.4067
29857,-0.3907
29858,-0.3746
29859,-0.3584
29860,-0.342
29861,-0.3256
29862,-0.309
29863,-0.2924
29864,-0.2756
29865,-0.2588
29866,-0.2419
29867,-0.225
29868,-0.2079
29869,-0.1908
29870,-0.1736
29871,-0.1564
29872,-0.1392
29873,-0.1219
29874,-0.1045
29875,-0.0872
29876,-0.0698
29877,-0.0523
29878,-0.0349
29879,-0.0175
29880,0.0
29881,0.0175
29882,0.0349
29883,0.0523
29884,0.0698
29885,0.0872
29886,0.1045
29887,0.1219
29888,0.1392
29889,0.1564
29890,0.1736
29891,0.1908
29892,0.2079
29893,0.225
29894,0.2419
29895,0.2588
29896,0.2756
29897,0.2924
29898,0.309
29899,0.3256
29900,0.342
29901,0.3584
29902,0.3746
29903,0.3907
29904,0.4067
29905,0.4226
29906,0.4384
29907,0.454
29908,0.4695
29909,0.4848
29910,0.5
29911,0.515
29912,0.5299
29913,0.5446
29914,0.5592
29915,0.5736
29916,0.5878
29917,0.6018
29918,0.6157
29919,0.6293
29920,0.6428
29921,0.6561
29922,0.6691
29923,0.682
29924,0.6947
29925,0.7071
29926,0.7193
29927,0.7314
29928,0.7431
29929,0.7547
29930,0.766
29931,0.7771
29932,0.788
29933,0.7986
29934,0.809
29935,0.8192
29936,0.829
29937,0.8387
29938,0.848
29939,0.8572
29940,0.866
29941,0.8746
29942,0.8829
29943,0.891
29944,0.8988
29945,0.9063
29946,0.9135
29947,0.9205
29948,0.9272
29949,0.9336
29950,0.9397
29951,0.9455
29952,0.9511
29953,0.9563
29954,0.9613
29955,0.9659
29956,0.9703
29957,0.9744
29958,0.9781
29959,0.9816
29960,0.9848
29961,0.9877
29962,0.9903
29963,0.9925
29964,0.9945
29965,0.9962
29966,0.9976
29967,0.9986
29968,0.9994
29969,0.9998
29970,1.0
29971,0.9998
29972,0.9994
29973,0.9986
29974,0.9976
29975,0.9962
29976,0.9945
29977,0.9925
29978,0.9903
29979,0.9877
29980,0.9848
29981,0.9816
29982,0.9781
29983,0.9744
29984,0.9703
29985,0.9659
29986,0.9613
29987,0.9563
29988,0.9511
29989,0.9455
29990,0.9397
29991,0.9336
29992,0.9272
29993,0.9205
29994,0.9135
29995,0.9063
29996,0.8988
29997,0.891
29998,0.8829
29999,0.8746
30000,0.866
30001,0.8572
30002,0.848
30003,0.8387
30004,0.829
30005,0.8192
30006,0.809
30007,0.7986
30008,0.788
30009,0.7771
30010,0.766
30011,0.7547
30012,0.7431
30013,0.7314
30014,0.7193
30015,0.7071
30016,0.6947
30017,0.682
30018,0.6691
30019,0.6561
30020,0.6428
30021,0.6293
30022,0.6157
30023,0.6018
30024,0.5878
30025,0.5736
30026,0.5592
30027,0.5446
30028,0.5299
30029,0.515
30030,0.5
30031,0.4848
30032,0.4695
30033,0.454
30034,0.4384
30035,0.4226
30036,0.4067
30037,0.3907
30038,0.3746
30039,0.3584
30040,0.342
30041,0.3256
30042,0.309
30043,0.2924
30044,0.2756
30045,0.2588
30046,0.2419
30047,0.225
30048,0.2079
30049,0.1908
30050,0.1736
30051,0.1564
30052,0.1392
30053,0.1219
30054,0.1045
30055,0.0872
30056,0.0698
30057,0.0523
30058,0.0349
30059,0.0175
30060,-0.0
30061,-0.0175
30062,-0.0349
30063,-0.0523
30064,-0.0698
30065,-0.0872
30066,-0.1045
30067,-0.1219
30068,-0.1392
30069,-0.1564
30070,-0.1736
30071,-0.1908
30072,-0.2079
30073,-0.225
30074,-0.2419
30075,-0.2588
30076,-0.2756
30077,-0.2924
30078,-0.309
30079,-0.3256
30080,-0.342
30081,-0.3584
30082,-0.3746
30083,-0.3907
30084,-0.4067
30085,-0.4226
30086,-0.4384
30087,-0.454
30088,-0.4695
30089,-0.4848
30090,-0.5
30091,-0.515
30092,-0.5299
30093,-0.5446
30094,-0.5592
30095,-0.5736
30096,-0.5878
30097,-0.6018
30098,-0.6157
30099,-0.6293
30100,-0.6428
30101,-0.6561
30102,-0.6691
30103,-0.682
30104,-0.6947
30105,-0.7071
30106,-0.7193
30107,-0.7314
30108,-0.7431
30109,-0.7547
30110,-0.766
30111,-0.7771
30112,-0.788
30113,-0.7986
30114,-0.809
30115,-0.8192
30116,-0.829
30117,-0.8387
30118,-0.848
30119,-0.8572
30120,-0.866
30121,-0.8746
30122,-0.8829
30123,-0.891
30124,-0.8988
30125,-0.9063
30126,-0.9135
30127,-0.9205
30128,-0.9272
30129,-0.9336
30130,-0.9397
30131,-0.9455
30132,-0.9511
30133,-0.9563
30134,-0.9613
30135,-0.9659
30136,-0.9703
30137,-0.9744
30138,-0.9781
30139,-0.9816
30140,-0.9848
30141,-0.9877
30142,-0.9903
30143,-0.9925
30144,-0.9945
30145,-0.9962
30146,-0.9976
30147,-0.9986
30148,-0.9994
30149,-0.9998
30150,-1.0
30151,-0.9998
30152,-0.9994
30153,-0.9986
30154,-0.9976
30155,-0.9962
30156,-0.9945
30157,-0.9925
30158,-0.9903
30159,-0.9877
30160,-0.9848
30161,-0.9816
30162,-0.9781
30163,-0.9744
30164,-0.9703
30165,-0.9659
30166,-0.9613
30167,-0.9563
30168,-0.9511
30169,-0.9455
30170,-0.9397
30171,-0.9336
30172,-0.9272
30173,-0.9205
30174,-0.9135
30175,-0.9063
30176,-0.8988
30177,-0.891
30178,-0.8829
30179,-0.8746
30180,-0.866
30181,-0.8572
30182,-0.848
30183,-0.8387
30184,-0.829
30185,-0.8192
30186,-0.809
30187,-0.7986
30188,-0.788
30189,-0.7771
30190,-0.766
30191,-0.7547
30192,-0.7431
30193,-0.7314
30194,-0.7193
30195,-0.7071
30196,-0.6947
30197,-0.682
30198,-0.6691
30199,-0.6561
30200,-0.6428
30201,-0.6293
30202,-0.6157
30203,-0.6018
30204,-0.5878
30205,-0.5736
30206,-0.5592
30207,-0.5446
30208,-0.5299
30209,-0.515
30210,-0.5
30211,-0.4848
30212,-0.4695
30213,-0.454
30214,-0.4384
30215,-0.4226
30216,-0.4067
30217,-0.3907
30218,-0.3746
30219,-0.3584
30220,-0.342
30221,-0.3256
30222,-0.309
30223,-0.2924
30224,-0.2756
30225,-0.2588
30226,-0.2419
30227,-0.225
30228,-0.2079
30229,-0.1908
30230,-0.1736
30231,-0.1564
30232,-0.1392
30233,-0.1219
30234,-0.1045
30235,-0.0872
30236,-0.0698
30237,-0.0523
30238,-0.0349
30239,-0.0175
30240,0.0
30241,0.0175
30242,0.0349
30243,0.0523
30244,0.0698
30245,0.0872
30246,0.1045
30247,0.1219
30248,0.1392
30249,0.1564
30250,0.1736
30251,0.1908
30252,0.2079
30253,0.225
30254,0.2419
30255,0.2588
30256,0.2756
30257,0.2924
30258,0.309
30259,0.3256
30260,0.342
30261,0.3584
30262,0.3746
30263,0.3907
30264,0.4067
30265,0.4226
30266,0.4384
30267,0.454
30268,0.4695
30269,0.4848
30270,0.5
30271,0.515
30272,0.5299
30273,0.5446
30274,0.5592
30275,0.5736
30276,0.5878
30277,0.6018
30278,0.6157
30279,0.6293
30280,0.6428
30281,0.6561
30282,0.6691
30283,0.682
30284,0.6947
30285,0.7071
30286,0.7193
30287,0.7314
30288,0.7431
30289,0.7547
30290,0.766
30291,0.7771
30292,0.788
30293,0.7986
30294,0.809
30295,0.8192
30296,0.829
30297,0.8387
30298,0.848
30299,0.8572
30300,0.866
30301,0.8746
30302,0.8829
30303,0.891
30304,0.8988
30305,0.9063
30306,0.9135
30307,0.9205
30308,0.9272
30309,0.9336
30310,0.9397
30311,0.9455
30312,0.9511
30313,0.9563
30314,0.9613
30315,0.9659
30316,0.9703
30317,0.9744
30318,0.9781
30319,0.9816
30320,0.9848
30321,0.9877
30322,0.9903
30323,0.9925
30324,0.9945
30325,0.9962
30326,0.9976
30327,0.9986
30328,0.9994
30329,0.9998
30330,1.0
30331,0.9998
30332,0.9994
30333,0.9986
30334,0.9976
30335,0.9962
30336,0.9945
30337,0.9925
30338,0.9903
30339,0.9877
30340,0.9848
30341,0.9816
30342,0.9781
30343,0.9744
30344,0.9703
30345,0.9659
30346,0.9613
30347,0.9563
30348,0.9511
30349,0.9455
30350,0.9397
30351,0.9336
30352,0.9272
30353,0.9205
30354,0.9135
30355,0.9063
30356,0.8988
30357,0.891
30358,0.8829
30359,0.8746
30360,0.866
30361,0.8572
30362,0.848
30363,0.8387
30364,0.829
30365,0.8192
30366,0.809
30367,0.7986
30368,0.788
30369,0.7771
30370,0.766
30371,0.7547
30372,0.7431
30373,0.7314
30374,0.7193
30375,0.7071
30376,0.6947
30377,0.682
30378,0.6691
30379,0.6561
30380,0.6428
30381,0.6293
30382,0.6157
30383,0.6018
30384,0.5878
30385,0.5736
30386,0.5592
30387,0.5446
30388,0.5299
30389,0.515
30390,0.5
30391,0.4848
30392,0.4695
30393,0.454
30394,0.4384
30395,0.4226
30396,0.4067
30397,0.3907
30398,0.3746
30399,0.3584
30400,0.342
30401,0.3256
30402,0.309
30403,0.2924
30404,0.2756
30405,0.2588
30406,0.2419
30407,0.225
30408,0.2079
30409,0.1908
30410,0.1736
30411,0.1564
30412,0.1392
30413,0.1219
30414,0.1045
30415,0.0872
30416,0.0698
30417,0.0523
30418,0.0349
30419,0.0175
30420,0.0
30421,-0.0175
30422,-0.0349
30423,-0.0523
30424,-0.0698
30425,-0.0872
30426,-0.1045
30427,-0.1219
30428,-0.1392
30429,-0.1564
30430,-0.1736
30431,-0.1908
30432,-0.2079
30433,-0.225
30434,-0.2419
30435,-0.2588
30436,-0.2756
30437,-0.2924
30438,-0.309
30439,-0.3256
30440,-0.342
30441,-0.3584
30442,-0.3746
30443,-0.3907
30444,-0.4067
30445,-0.4226
30446,-0.4384
30447,-0.454
30448,-0.4695
30449,-0.4848
30450,-0.5
30451,-0.515
30452,-0.5299
30453,-0.5446
30454,-0.5592
30455,-0.5736
30456,-0.5878
30457,-0.6018
30458,-0.6157
30459,-0.6293
30460,-0.6428
30461,-0.6561
30462,-0.6691
30463,-0.682
30464,-0.6947
30465,-0.7071
30466,-0.7193
30467,-0.7314
30468,-0.7431
30469,-0.7547
30470,-0.766
30471,-0.7771
30472,-0.788
30473,-0.7986
30474,-0.809
30475,-0.8192
30476,-0.829
30477,-0.8387
30478,-0.848
30479,-0.8572
30480,-0.866
30481,-0.8746
30482,-0.8829
30483,-0.891
30484,-0.8988
30485,-0.9063
30486,-0.9135
30487,-0.9205
30488,-0.9272
30489,-0.9336
30490,-0.9397
30491,-0.9455
30492,-0.9511
30493,-0.9563
30494,-0.9613
30495,-0.9659
30496,-0.9703
30497,-0.9744
30498,-0.9781
30499,-0.9816
30500,-0.9848
30501,-0.9877
30502,-0.9903
30503,-0.9925
30504,-0.9945
30505,-0.9962
30506,-0.9976
30507,-0.9986
30508,-0.9994
30509,-0.9998
30510,-1.0
30511,-0.9998
30512,-0.9994
30513,-0.9986
30514,-0.9976
30515,-0.9962
30516,-0.9945
30517,-0.9925
30518,-0.9903
30519,-0.9877
30520,-0.9848
30521,-0.9816
30522,-0.9781
30523,-0.9744
30524,-0.9703
30525,-0.9659
30526,-0.9613
30527,-0.9563
30528,-0.9511
30529,-0.9455
30530,-0.9397
30531,-0.9336
30532,-0.9272
30533,-0.9205
30534,-0.9135
30535,-0.9063
30536,-0.8988
30537,-0.891
30538,-0.8829
30539,-0.8746
30540,-0.866
30541,-0.8572
30542,-0.848
30543,-0.8387
30544,-0.829
30545,-0.8192
30546,-0.809
30547,-0.7986
30548,-0.788
30549,-0.7771
30550,-0.766
30551,-0.7547
30552,-0.7431
30553,-0.7314
30554,-0.7193
30555,-0.7071
30556,-0.6947
30557,-0.682
30558,-0.6691
30559,-0.6561
30560,-0.6428
30561,-0.6293
30562,-0.6157
30563,-0.6018
30564,-0.5878
30565,-0.5736
30566,-0.5592
30567,-0.5446
30568,-0.5299
30569,-0.515
30570,-0.5
30571,-0.4848
30572,-0.4695
30573,-0.454
30574,-0.4384
30575,-0.4226
30576,-0.4067
30577,-0.3907
30578,-0.3746
30579,-0.3584
30580,-0.342
30581,-0.3256
30582,-0.309
30583,-0.2924
30584,-0.2756
30585,-0.2588
30586,-0.2419
30587,-0.225
30588,-0.2079
30589,-0.1908
30590,-0.1736
30591,-0.1564
30592,-0.1392
30593,-0.1219
30594,-0.1045
30595,-0.0872
30596,-0.0698
30597,-0.0523
30598,-0.0349
30599,-0.0175
30600,-0.0
30601,0.0175
30602,0.0349
30603,0.0523
30604,0.0698
30605,0.0872
30606,0.1045
30607,0.1219
30608,0.1392
30609,0.1564
30610,0.1736
30611,0.1908
30612,0.2079
30613,0.225
30614,0.2419
30615,0.2588
30616,0.2756
30617,0.2924
30618,0.309
30619,0.3256
30620,0.342
30621,0.3584
30622,0.3746
30623,0.3907
30624,0.4067
30625,0.4226
30626,0.4384
30627,0.454
30628,0.4695
30629,0.4848
30630,0.5
30631,0.515
30632,0.5299
30633,0.5446
30634,0.5592
30635,0.5736
